"person_name","gender_id","birth_year","death_year","data_source_id","ceda_id","religion_id","occupation_id","location_id","society_id","club_id"
Arthur William A Beckett,1,1844,1909,1,4,NA,1,1,NA,NA
Andrew Mercer Adam,1,NA,NA,1,4,NA,3,3,NA,NA
Andrew Mercer Adam,1,NA,NA,1,4,NA,4,3,NA,NA
H R Adam,1,NA,NA,1,4,NA,NA,4,NA,NA
H R Adam,1,NA,NA,1,6,NA,NA,4,NA,NA
William Adam,1,NA,NA,1,3,NA,5,NA,NA,NA
Henry John Adams,1,NA,NA,1,4,NA,NA,1,NA,NA
William (1) Adams,1,NA,NA,1,3,NA,NA,NA,NA,2
William (2) Adams,1,1820,1900,1,3,NA,3,1,2,NA
William (2) Adams,1,1820,1900,1,3,NA,3,1,3,NA
William (2) Adams,1,1820,1900,1,3,NA,3,1,5,NA
William (2) Adams,1,1820,1900,1,3,NA,3,1,6,NA
William (2) Adams,1,1820,1900,1,6,NA,3,1,2,NA
William (2) Adams,1,1820,1900,1,6,NA,3,1,3,NA
William (2) Adams,1,1820,1900,1,6,NA,3,1,5,NA
William (2) Adams,1,1820,1900,1,6,NA,3,1,6,NA
William Adlam,1,NA,NA,1,4,NA,NA,3,7,NA
Louis Agassiz,1,1807,1873,1,3,NA,7,5,NA,NA
Louis Agassiz,1,1807,1873,1,3,NA,8,5,NA,NA
Louis Agassiz,1,1807,1873,1,3,NA,9,5,NA,NA
Louis Agassiz,1,1807,1873,1,4,NA,7,5,NA,NA
Louis Agassiz,1,1807,1873,1,4,NA,8,5,NA,NA
Louis Agassiz,1,1807,1873,1,4,NA,9,5,NA,NA
Louis Agassiz,1,1807,1873,1,6,NA,7,5,NA,NA
Louis Agassiz,1,1807,1873,1,6,NA,8,5,NA,NA
Louis Agassiz,1,1807,1873,1,6,NA,9,5,NA,NA
Anastasius Agathides,1,1805,1881,1,4,NA,7,1,NA,NA
Augustine Aglio,1,1777,1857,1,3,NA,10,NA,NA,NA
Joseph Agnew,1,NA,NA,1,4,NA,3,6,NA,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,3,1,8,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,3,1,9,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,3,1,10,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,3,1,11,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,7,1,8,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,7,1,9,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,7,1,10,NA
William Francis Harrison Ainsworth,1,1807,1896,1,3,NA,7,1,11,NA
William Baird Airston,1,NA,NA,1,4,NA,3,6,2,NA
Alexander Muirhead Aitken,1,NA,NA,1,3,NA,11,1,NA,NA
Alexander Muirhead Aitken,1,NA,NA,1,3,NA,11,7,NA,NA
Alexander Muirhead Aitken,1,NA,NA,1,6,NA,11,1,NA,NA
Alexander Muirhead Aitken,1,NA,NA,1,6,NA,11,7,NA,NA
Thomas Aitken,1,NA,NA,1,4,NA,3,6,12,NA
Thomas Aitken,1,NA,NA,1,4,NA,3,6,13,NA
Rutherford Alcock,1,1809,1897,1,3,NA,13,8,NA,2
Rutherford Alcock,1,1809,1897,1,3,NA,13,9,NA,2
William Aldam,1,1813,1890,1,2,1,5,3,NA,NA
William Aldam,1,1813,1890,1,3,1,5,3,NA,NA
Frederick W Aley,1,NA,NA,1,4,NA,NA,1,14,NA
J  McGrigor Allan,1,NA,NA,1,4,NA,1,1,NA,NA
S  Stafford Allen,1,1840,1870,1,2,1,14,1,NA,NA
S  Stafford Allen,1,1840,1870,1,2,1,14,10,NA,NA
S  Stafford Allen,1,1840,1870,1,4,1,14,1,NA,NA
S  Stafford Allen,1,1840,1870,1,4,1,14,10,NA,NA
William Allen,1,NA,NA,1,2,NA,4,NA,NA,NA
William Allen,1,NA,NA,1,3,NA,4,NA,NA,NA
George Allin,1,NA,NA,1,4,NA,NA,1,NA,NA
George Allin,1,NA,NA,1,4,NA,NA,3,NA,NA
Charles Hamond Alpe,1,1837,1882,1,4,NA,NA,1,NA,NA
Crewe Alston,1,1828,1901,1,4,NA,NA,1,NA,NA
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,9,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,9,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,9,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,15,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,15,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,5,3,15,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,9,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,9,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,9,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,15,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,15,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,3,NA,15,3,15,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,9,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,9,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,9,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,15,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,15,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,5,3,15,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,9,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,9,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,9,4
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,15,2
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,15,3
William Amhurst Tyssen Amhurst,1,1835,1909,1,6,NA,15,3,15,4
George Amner,1,1873,1901,1,4,NA,16,3,NA,NA
Edward C Anderson,1,NA,NA,1,4,NA,3,1,2,NA
John Anderson,1,NA,NA,1,4,NA,3,3,16,NA
John Anderson,1,NA,NA,1,4,NA,4,3,16,NA
Joseph Anderson,1,1832,1916,1,4,NA,17,6,17,NA
Joseph Anderson,1,1832,1916,1,4,NA,18,6,17,NA
Joseph Anderson,1,1832,1916,1,4,NA,19,6,17,NA
Joseph Anderson,1,1832,1916,1,4,NA,20,6,17,NA
W  P Andrew,1,NA,NA,1,3,NA,NA,NA,NA,NA
x Andrews,1,NA,NA,1,3,NA,NA,NA,NA,NA
Matthew John Anketell,1,NA,NA,1,3,NA,NA,1,NA,NA
Thomas Chisholm Anstey,1,1816,1873,1,3,NA,5,1,NA,NA
Thomas Chisholm Anstey,1,1816,1873,1,3,NA,5,11,NA,NA
Thomas Chisholm Anstey,1,1816,1873,1,3,NA,11,1,NA,NA
Thomas Chisholm Anstey,1,1816,1873,1,3,NA,11,11,NA,NA
x Antrim,1,1851,1918,1,3,NA,21,3,NA,NA
x Antrim,1,1851,1918,1,3,NA,21,12,NA,NA
x Antrim,1,1851,1918,1,6,NA,21,3,NA,NA
x Antrim,1,1851,1918,1,6,NA,21,12,NA,NA
William Appleyard,1,NA,NA,1,3,NA,6,3,NA,NA
William Appleyard,1,NA,NA,1,6,NA,6,3,NA,NA
William Arbuthnot,1,NA,NA,1,4,NA,NA,1,NA,5
William Arbuthnot,1,NA,NA,1,6,NA,NA,1,NA,5
Frederick Scott Archer,1,1813,1857,1,3,NA,22,3,NA,NA
Frederick Scott Archer,1,1813,1857,1,3,NA,23,3,NA,NA
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,8,6
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,8,7
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,11,6
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,11,7
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,18,6
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,18,7
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,19,6
Richard Edward Arden,1,1804,1894,1,4,NA,11,3,19,7
Alexander Aria,1,NA,NA,1,4,NA,NA,1,NA,NA
William Armitage,1,1815,1903,1,4,NA,16,3,20,NA
William Armitage,1,1815,1903,1,6,NA,16,3,20,NA
T  B Armitstead,1,NA,NA,1,4,NA,NA,NA,NA,NA
William Armstrong,1,1810,1900,1,3,NA,16,1,21,2
William Armstrong,1,1810,1900,1,3,NA,16,3,21,2
William Armstrong,1,1810,1900,1,3,NA,21,1,21,2
William Armstrong,1,1810,1900,1,3,NA,21,3,21,2
William Armstrong,1,1810,1900,1,6,NA,16,1,21,2
William Armstrong,1,1810,1900,1,6,NA,16,3,21,2
William Armstrong,1,1810,1900,1,6,NA,21,1,21,2
William Armstrong,1,1810,1900,1,6,NA,21,3,21,2
Edward Arnold,1,NA,1872,1,4,NA,NA,3,22,NA
Edward Arnold,1,NA,1872,1,4,NA,NA,3,23,NA
Richard Arnold,1,1808,1876,1,4,NA,3,5,24,NA
Richard Arnold,1,1808,1876,1,4,NA,3,5,25,NA
Richard Arnold,1,1808,1876,1,6,NA,3,5,24,NA
Richard Arnold,1,1808,1876,1,6,NA,3,5,25,NA
William Arthur,1,1819,1901,1,3,NA,1,1,26,NA
William Arthur,1,1819,1901,1,3,NA,1,12,26,NA
William Arthur,1,1819,1901,1,3,NA,6,1,26,NA
William Arthur,1,1819,1901,1,3,NA,6,12,26,NA
William Arthur,1,1819,1901,1,4,NA,1,1,26,NA
William Arthur,1,1819,1901,1,4,NA,1,12,26,NA
William Arthur,1,1819,1901,1,4,NA,6,1,26,NA
William Arthur,1,1819,1901,1,4,NA,6,12,26,NA
William Arthur,1,1819,1901,1,6,NA,1,1,26,NA
William Arthur,1,1819,1901,1,6,NA,1,12,26,NA
William Arthur,1,1819,1901,1,6,NA,6,1,26,NA
William Arthur,1,1819,1901,1,6,NA,6,12,26,NA
Rodolph Arundell,1,1837,1877,1,4,NA,NA,1,NA,NA
Isidore Ascher,1,1835,1933,1,4,NA,1,1,NA,NA
Isidore Ascher,1,1835,1933,1,4,NA,24,1,NA,NA
Charles Frederick Ash,1,NA,NA,1,4,NA,16,1,NA,NA
Charles Frederick Ash,1,NA,NA,1,6,NA,16,1,NA,NA
James Ashbury,1,1834,1895,1,3,NA,5,1,NA,NA
James Ashbury,1,1834,1895,1,4,NA,5,1,NA,NA
John Ashbury,1,NA,NA,1,4,NA,NA,1,NA,NA
William Henry Ashurst,1,1819,1879,1,3,NA,11,1,NA,8
William Henry Ashurst,1,1819,1879,1,3,NA,11,1,NA,9
William Henry Ashurst,1,1819,1879,1,6,NA,11,1,NA,8
William Henry Ashurst,1,1819,1879,1,6,NA,11,1,NA,9
Henry Ashworth,1,1794,1880,1,3,NA,16,3,14,NA
William Aspull,1,NA,NA,1,4,NA,25,1,NA,NA
John Atcherley,1,NA,NA,1,4,NA,3,3,27,NA
Charles Atkins,1,NA,NA,1,4,NA,NA,1,NA,NA
Charles Atkins,1,NA,NA,1,6,NA,NA,1,NA,NA
Charles A Atkins,1,NA,NA,1,3,NA,NA,3,NA,NA
E Atkinson,1,NA,NA,1,3,NA,NA,3,NA,NA
George Atkinson,1,NA,NA,1,4,NA,NA,3,28,NA
George Atkinson,1,NA,NA,1,6,NA,NA,3,28,NA
Alfred Aubert,1,NA,NA,1,4,NA,NA,1,NA,NA
Alois Auer,1,1813,1869,1,3,NA,22,13,NA,NA
Arthur Daniel Aulton,1,1828,1889,1,3,NA,NA,3,NA,NA
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,7,2
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,9,2
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,11,2
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,16,2
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,21,2
Charles Cardale Babington,1,1808,1895,1,4,NA,7,3,30,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,7,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,9,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,11,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,16,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,21,2
Charles Cardale Babington,1,1808,1895,1,4,NA,18,3,30,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,7,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,9,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,11,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,16,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,21,2
Charles Cardale Babington,1,1808,1895,1,4,NA,27,3,30,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,7,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,9,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,11,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,16,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,21,2
Charles Cardale Babington,1,1808,1895,1,6,NA,7,3,30,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,7,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,9,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,11,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,16,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,21,2
Charles Cardale Babington,1,1808,1895,1,6,NA,18,3,30,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,7,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,9,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,11,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,16,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,21,2
Charles Cardale Babington,1,1808,1895,1,6,NA,27,3,30,2
William Babington,1,NA,NA,1,4,NA,NA,1,8,NA
William Babington,1,NA,NA,1,4,NA,NA,4,8,NA
Edward Backhouse,1,1808,1879,1,2,1,6,3,NA,NA
Edward Backhouse,1,1808,1879,1,2,1,16,3,NA,NA
Edward Backhouse,1,1808,1879,1,3,1,6,3,NA,NA
Edward Backhouse,1,1808,1879,1,3,1,16,3,NA,NA
Edward Backhouse,1,1808,1879,1,6,1,6,3,NA,NA
Edward Backhouse,1,1808,1879,1,6,1,16,3,NA,NA
James (1) Backhouse,1,1794,1869,1,2,1,6,3,NA,NA
James (1) Backhouse,1,1794,1869,1,2,1,7,3,NA,NA
James (1) Backhouse,1,1794,1869,1,3,1,6,3,NA,NA
James (1) Backhouse,1,1794,1869,1,3,1,7,3,NA,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,7,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,7,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,7,15,32,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,28,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,28,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,3,NA,28,15,32,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,7,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,7,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,7,15,32,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,28,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,28,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,4,NA,28,15,32,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,7,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,7,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,7,15,32,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,28,15,12,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,28,15,31,NA
Carl Ernst von Baer,1,1792,1876,1,6,NA,28,15,32,NA
John Bagehot,1,NA,NA,1,3,NA,NA,NA,NA,NA
Walter ('Badgett') Bagehot,1,1826,1877,1,3,NA,1,1,NA,2
Walter ('Badgett') Bagehot,1,1826,1877,1,3,NA,16,1,NA,2
Walter ('Badgett') Bagehot,1,1826,1877,1,6,NA,1,1,NA,2
Walter ('Badgett') Bagehot,1,1826,1877,1,6,NA,16,1,NA,2
Charles Henry Bagnall,1,NA,1869,1,4,NA,NA,3,NA,NA
Charles Stuart Bailey,1,1819,1883,1,4,NA,NA,1,NA,NA
Charles Stuart Bailey,1,1819,1883,1,4,NA,NA,3,NA,NA
John Bailey,1,NA,NA,1,2,NA,29,16,NA,NA
John Bailey (2),1,NA,NA,1,4,NA,NA,3,NA,NA
James Bain,1,1818,1898,1,4,NA,NA,6,NA,10
James Bain,1,1818,1898,1,6,NA,NA,6,NA,10
Thomas Baines,1,1820,1875,1,2,NA,10,1,NA,NA
Thomas Baines,1,1820,1875,1,2,NA,28,1,NA,NA
Benson Baker,1,NA,NA,1,4,NA,3,1,27,NA
Benson Baker,1,NA,NA,1,4,NA,3,1,33,NA
J P Baker,1,NA,NA,1,4,NA,3,1,2,NA
John Baker,1,1813,1872,1,2,NA,5,1,NA,NA
John Baker,1,1813,1872,1,3,NA,5,1,NA,NA
John Baker,1,1813,1872,1,6,NA,5,1,NA,NA
Samuel C Baker,1,1821,1893,1,2,NA,28,1,8,2
Samuel C Baker,1,1821,1893,1,2,NA,28,1,21,2
Samuel C Baker,1,1821,1893,1,2,NA,28,3,8,2
Samuel C Baker,1,1821,1893,1,2,NA,28,3,21,2
Samuel C Baker,1,1821,1893,1,2,NA,28,4,8,2
Samuel C Baker,1,1821,1893,1,2,NA,28,4,21,2
Samuel C Baker,1,1821,1893,1,2,NA,28,16,8,2
Samuel C Baker,1,1821,1893,1,2,NA,28,16,21,2
Samuel C Baker,1,1821,1893,1,2,NA,29,1,8,2
Samuel C Baker,1,1821,1893,1,2,NA,29,1,21,2
Samuel C Baker,1,1821,1893,1,2,NA,29,3,8,2
Samuel C Baker,1,1821,1893,1,2,NA,29,3,21,2
Samuel C Baker,1,1821,1893,1,2,NA,29,4,8,2
Samuel C Baker,1,1821,1893,1,2,NA,29,4,21,2
Samuel C Baker,1,1821,1893,1,2,NA,29,16,8,2
Samuel C Baker,1,1821,1893,1,2,NA,29,16,21,2
Samuel C Baker,1,1821,1893,1,3,NA,28,1,8,2
Samuel C Baker,1,1821,1893,1,3,NA,28,1,21,2
Samuel C Baker,1,1821,1893,1,3,NA,28,3,8,2
Samuel C Baker,1,1821,1893,1,3,NA,28,3,21,2
Samuel C Baker,1,1821,1893,1,3,NA,28,4,8,2
Samuel C Baker,1,1821,1893,1,3,NA,28,4,21,2
Samuel C Baker,1,1821,1893,1,3,NA,28,16,8,2
Samuel C Baker,1,1821,1893,1,3,NA,28,16,21,2
Samuel C Baker,1,1821,1893,1,3,NA,29,1,8,2
Samuel C Baker,1,1821,1893,1,3,NA,29,1,21,2
Samuel C Baker,1,1821,1893,1,3,NA,29,3,8,2
Samuel C Baker,1,1821,1893,1,3,NA,29,3,21,2
Samuel C Baker,1,1821,1893,1,3,NA,29,4,8,2
Samuel C Baker,1,1821,1893,1,3,NA,29,4,21,2
Samuel C Baker,1,1821,1893,1,3,NA,29,16,8,2
Samuel C Baker,1,1821,1893,1,3,NA,29,16,21,2
Samuel C Baker,1,1821,1893,1,6,NA,28,1,8,2
Samuel C Baker,1,1821,1893,1,6,NA,28,1,21,2
Samuel C Baker,1,1821,1893,1,6,NA,28,3,8,2
Samuel C Baker,1,1821,1893,1,6,NA,28,3,21,2
Samuel C Baker,1,1821,1893,1,6,NA,28,4,8,2
Samuel C Baker,1,1821,1893,1,6,NA,28,4,21,2
Samuel C Baker,1,1821,1893,1,6,NA,28,16,8,2
Samuel C Baker,1,1821,1893,1,6,NA,28,16,21,2
Samuel C Baker,1,1821,1893,1,6,NA,29,1,8,2
Samuel C Baker,1,1821,1893,1,6,NA,29,1,21,2
Samuel C Baker,1,1821,1893,1,6,NA,29,3,8,2
Samuel C Baker,1,1821,1893,1,6,NA,29,3,21,2
Samuel C Baker,1,1821,1893,1,6,NA,29,4,8,2
Samuel C Baker,1,1821,1893,1,6,NA,29,4,21,2
Samuel C Baker,1,1821,1893,1,6,NA,29,16,8,2
Samuel C Baker,1,1821,1893,1,6,NA,29,16,21,2
William Bailey Baker,1,1828,1865,1,3,NA,NA,17,NA,NA
William Bailey Baker,1,1828,1865,1,6,NA,NA,17,NA,NA
George Balfour,1,1809,1894,1,3,NA,4,1,8,2
George Balfour,1,1809,1894,1,3,NA,5,1,8,2
George Balfour,1,1809,1894,1,6,NA,4,1,8,2
George Balfour,1,1809,1894,1,6,NA,5,1,8,2
John Bannister,1,NA,NA,1,3,NA,6,3,NA,NA
Henry Barber,1,NA,NA,1,4,NA,3,3,27,NA
Robert Baring,1,NA,NA,1,4,NA,4,1,NA,NA
Henry Walter Barlow,1,1830,1867,1,4,NA,NA,1,NA,NA
Henry Walter Barlow,1,1830,1867,1,4,NA,NA,3,NA,NA
Christopher J Barnard,1,NA,NA,1,4,NA,4,4,NA,NA
Henry Thorowgood Barnes,1,NA,NA,1,2,NA,16,1,NA,NA
Henry Thorowgood Barnes,1,NA,NA,1,4,NA,16,1,NA,NA
John  Wheeldon Barnes,1,1825,1893,1,3,NA,30,3,9,NA
John  Wheeldon Barnes,1,1825,1893,1,6,NA,30,3,9,NA
Robert Barnewall,1,NA,NA,1,3,NA,4,NA,NA,NA
Joseph Henry Barr,1,NA,NA,1,4,NA,3,3,2,NA
William Roby Barr,1,1832,NA,1,4,NA,16,3,11,NA
William Roby Barr,1,1832,NA,1,6,NA,16,3,11,NA
Thomas Squire Barrett,1,NA,NA,1,4,NA,NA,3,34,11
Thomas Squire Barrett,1,NA,NA,1,4,NA,NA,3,35,11
Thomas Squire Barrett,1,NA,NA,1,4,NA,NA,3,36,11
Thomas Squire Barrett,1,NA,NA,1,4,NA,NA,3,37,11
Thomas Squire Barrett,1,NA,NA,1,6,NA,NA,3,34,11
Thomas Squire Barrett,1,NA,NA,1,6,NA,NA,3,35,11
Thomas Squire Barrett,1,NA,NA,1,6,NA,NA,3,36,11
Thomas Squire Barrett,1,NA,NA,1,6,NA,NA,3,37,11
George William Barrington,1,1824,1886,1,4,NA,4,1,8,NA
George William Barrington,1,1824,1886,1,4,NA,4,1,11,NA
George William Barrington,1,1824,1886,1,4,NA,5,1,8,NA
George William Barrington,1,1824,1886,1,4,NA,5,1,11,NA
George William Barrington,1,1824,1886,1,4,NA,21,1,8,NA
George William Barrington,1,1824,1886,1,4,NA,21,1,11,NA
George William Barrington,1,1824,1886,1,6,NA,4,1,8,NA
George William Barrington,1,1824,1886,1,6,NA,4,1,11,NA
George William Barrington,1,1824,1886,1,6,NA,5,1,8,NA
George William Barrington,1,1824,1886,1,6,NA,5,1,11,NA
George William Barrington,1,1824,1886,1,6,NA,21,1,8,NA
George William Barrington,1,1824,1886,1,6,NA,21,1,11,NA
C M Barter,1,NA,NA,1,4,NA,3,3,NA,NA
William Edward Bartlett,1,1836,1908,1,4,NA,NA,1,9,NA
William Edward Bartlett,1,1836,1908,1,6,NA,NA,1,9,NA
Alfred Barton,1,1825,1905,1,4,NA,3,1,8,5
John Stothert Bartrum,1,1817,1904,1,3,NA,3,3,2,NA
John Stothert Bartrum,1,1817,1904,1,6,NA,3,3,2,NA
Adolf Bastian,1,1826,1905,1,3,NA,7,19,NA,NA
Adolf Bastian,1,1826,1905,1,3,NA,19,19,NA,NA
Thomas Bateman,1,1821,1861,1,3,NA,18,3,NA,NA
Thomas Bateman,1,1821,1861,1,3,NA,32,3,NA,NA
Ernest Bates,1,NA,NA,1,4,NA,14,3,NA,NA
Ernest Bates,1,NA,NA,1,4,NA,26,3,NA,NA
William Battye,1,NA,NA,1,4,NA,3,3,2,NA
William Battye,1,NA,NA,1,4,NA,3,3,39,NA
William Battye,1,NA,NA,1,6,NA,3,3,2,NA
William Battye,1,NA,NA,1,6,NA,3,3,39,NA
Edwin Henry Baverstock,1,NA,NA,1,4,NA,16,1,15,NA
James Bainbridge Baxter,1,NA,NA,1,4,NA,NA,1,2,NA
James Bainbridge Baxter,1,NA,NA,1,4,NA,NA,1,9,NA
Thomas Henry Baylis,1,1817,1908,1,3,NA,NA,1,NA,NA
Samuel Beal,1,1825,1889,1,4,NA,4,3,26,NA
Samuel Beal,1,1825,1889,1,4,NA,6,3,26,NA
John S Beale,1,NA,NA,1,4,NA,NA,1,NA,NA
Lionel John Beale,1,1796,1871,1,3,NA,3,1,2,NA
Lionel John Beale,1,1796,1871,1,3,NA,3,1,15,NA
Frank Carr Beard,1,NA,NA,1,3,NA,3,1,NA,NA
Amos Beardsley,1,NA,NA,1,4,NA,NA,3,11,NA
Amos Beardsley,1,NA,NA,1,4,NA,NA,3,16,NA
William Beattie,1,1793,1875,1,3,NA,3,1,27,NA
William Beattie,1,1793,1875,1,3,NA,3,1,40,NA
William Beattie,1,1793,1875,1,3,NA,3,1,41,NA
William Beattie,1,1793,1875,1,3,NA,3,1,42,NA
William Beattie,1,1793,1875,1,3,NA,3,1,43,NA
Richard Beaumont,1,NA,NA,1,3,NA,NA,3,21,NA
Hugh J C Beavan,1,NA,NA,1,4,NA,NA,1,8,10
Hugh J C Beavan,1,NA,NA,1,4,NA,NA,1,8,12
Hugh J C Beavan,1,NA,NA,1,4,NA,NA,1,8,13
R C Beavan,1,NA,NA,1,4,NA,4,7,NA,NA
Alfred Becquet,1,NA,NA,1,4,NA,NA,20,NA,NA
x Beechey,1,1796,1856,1,3,NA,4,1,21,NA
Hermann Beigel,1,1830,1879,1,4,NA,3,1,27,NA
Hermann Beigel,1,1830,1879,1,4,NA,3,1,48,NA
Hermann Beigel,1,1830,1879,1,4,NA,3,13,27,NA
Hermann Beigel,1,1830,1879,1,4,NA,3,13,48,NA
Hermann Beigel,1,1830,1879,1,6,NA,3,1,27,NA
Hermann Beigel,1,1830,1879,1,6,NA,3,1,48,NA
Hermann Beigel,1,1830,1879,1,6,NA,3,13,27,NA
Hermann Beigel,1,1830,1879,1,6,NA,3,13,48,NA
C W  Bowdler Bell,1,1839,NA,1,4,NA,4,7,NA,NA
James Bell,1,1818,1872,1,2,1,5,1,49,NA
James Bell,1,1818,1872,1,3,1,5,1,49,NA
John Bell (2),1,1811,1895,1,2,NA,10,1,14,NA
John Bell (2),1,1811,1895,1,3,NA,10,1,14,NA
Robert Bell,1,NA,NA,1,2,NA,NA,NA,NA,NA
Robert Bell,1,NA,NA,1,3,NA,NA,NA,NA,NA
William Abraham Bell,1,1841,1921,1,3,NA,3,1,NA,15
William Abraham Bell,1,1841,1921,1,3,NA,16,1,NA,15
William Abraham Bell,1,1841,1921,1,3,NA,23,1,NA,15
William Abraham Bell,1,1841,1921,1,6,NA,3,1,NA,15
William Abraham Bell,1,1841,1921,1,6,NA,16,1,NA,15
William Abraham Bell,1,1841,1921,1,6,NA,23,1,NA,15
Edward Bellamy,1,1837,1889,1,4,NA,1,1,8,13
Edward Bellamy,1,1837,1889,1,4,NA,1,1,8,16
Edward Bellamy,1,1837,1889,1,6,NA,1,1,8,13
Edward Bellamy,1,1837,1889,1,6,NA,1,1,8,16
Henry Walter Bellew,1,1834,1892,1,4,NA,3,7,2,2
Henry Walter Bellew,1,1834,1892,1,4,NA,4,7,2,2
Henry Walter Bellew,1,1834,1892,1,6,NA,3,7,2,2
